Workload_ID,    App_ID,SubmitTime,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 3147, 0, 53.164, 53.164, 53.164, 0, 1, 53.164, 53.233, 0.068, 457018, -1, 53.233, 53.303, 0.07, 652,     0.138,
 3144, 0, 53.112, 53.112, 53.112, 0, 1, 53.112, 53.17, 0.058, 552321, -1, 53.17, 53.335, 0.164, 477,     0.223,
 3146, 0, 53.161, 53.161, 53.161, 0, 1, 53.161, 53.223, 0.062, 450732, -1, 53.223, 53.355, 0.132, 941,     0.194,
 3150, 0, 53.256, 53.256, 53.256, 0, 1, 53.256, 53.283, 0.027, 324891, -1, 53.283, 53.375, 0.092, 875,     0.119,
 3152, 0, 53.297, 53.297, 53.297, 0, 1, 53.297, 53.341, 0.044, 621292, -1, 53.341, 53.385, 0.044, 423,     0.088,
 3149, 0, 53.183, 53.183, 53.193, 0.01, 1, 53.193, 53.257, 0.064, 662336, -1, 53.257, 53.395, 0.138, 835,     0.212,
 3151, 0, 53.271, 53.271, 53.271, 0, 1, 53.271, 53.315, 0.044, 506956, -1, 53.315, 53.405, 0.09, 914,     0.134,
 3154, 0, 53.32, 53.32, 53.32, 0, 1, 53.32, 53.331, 0.011, 105134, -1, 53.331, 53.405, 0.074, 796,     0.085,
 3158, 0, 53.395, 53.395, 53.395, 0, 1, 53.395, 53.412, 0.017, 109162, -1, 53.412, 53.457, 0.045, 519,     0.062,
 3160, 0, 53.409, 53.409, 53.409, 0, 1, 53.409, 53.441, 0.032, 453596, -1, 53.441, 53.482, 0.041, 417,     0.073,
 3156, 0, 53.374, 53.374, 53.374, 0, 1, 53.374, 53.415, 0.041, 283712, -1, 53.415, 53.5, 0.085, 698,     0.126,
 3153, 0, 53.314, 53.314, 53.314, 0, 1, 53.314, 53.393, 0.078, 774258, -1, 53.393, 53.5, 0.107, 948,     0.185,
 3157, 0, 53.382, 53.382, 53.382, 0, 1, 53.382, 53.423, 0.04, 614427, -1, 53.423, 53.52, 0.097, 902,     0.137,
 3163, 0, 53.431, 53.431, 53.441, 0.01, 1, 53.441, 53.469, 0.028, 190855, -1, 53.469, 53.538, 0.069, 531,     0.107,
 3159, 0, 53.406, 53.406, 53.406, 0, 1, 53.406, 53.446, 0.041, 369405, -1, 53.446, 53.548, 0.102, 911,     0.142,
 3161, 0, 53.411, 53.411, 53.411, 0, 1, 53.411, 53.49, 0.079, 771772, -1, 53.49, 53.558, 0.068, 717,     0.147,
 3165, 0, 53.473, 53.473, 53.473, 0, 1, 53.473, 53.506, 0.033, 618912, -1, 53.506, 53.588, 0.082, 856,     0.115,
 3155, 0, 53.325, 53.325, 53.335, 0.01, 1, 53.335, 53.403, 0.068, 578726, -1, 53.403, 53.588, 0.185, 859,     0.263,
 3162, 0, 53.414, 53.414, 53.414, 0, 1, 53.414, 53.459, 0.044, 448018, -1, 53.459, 53.598, 0.139, 455,     0.184,
 3164, 0, 53.449, 53.449, 53.449, 0, 1, 53.449, 53.5, 0.051, 487918, -1, 53.5, 53.608, 0.108, 450,     0.159,
 3167, 0, 53.527, 53.527, 53.527, 0, 1, 53.527, 53.571, 0.044, 736693, -1, 53.571, 53.618, 0.047, 467,     0.091,
 3166, 0, 53.505, 53.505, 53.505, 0, 1, 53.505, 53.523, 0.017, 329568, -1, 53.523, 53.638, 0.115, 400,     0.133,
 3168, 0, 53.538, 53.538, 53.548, 0.01, 1, 53.548, 53.558, 0.011, 103062, -1, 53.558, 53.638, 0.08, 465,     0.100,
 3169, 0, 53.56, 53.56, 53.56, 0, 1, 53.56, 53.617, 0.056, 775249, -1, 53.617, 53.66, 0.044, 525,     0.100,
 3171, 0, 53.578, 53.578, 53.588, 0.01, 1, 53.588, 53.617, 0.029, 290500, -1, 53.617, 53.673, 0.056, 654,     0.095,
 3172, 0, 53.616, 53.616, 53.616, 0, 1, 53.616, 53.647, 0.03, 395393, -1, 53.647, 53.692, 0.045, 537,     0.075,
 3174, 0, 53.63, 53.63, 53.63, 0, 1, 53.63, 53.657, 0.026, 247281, -1, 53.657, 53.717, 0.061, 673,     0.087,
 3173, 0, 53.624, 53.624, 53.624, 0, 1, 53.624, 53.665, 0.041, 743465, -1, 53.665, 53.727, 0.062, 616,     0.103,
 3170, 0, 53.561, 53.561, 53.561, 0, 1, 53.561, 53.592, 0.031, 305880, -1, 53.592, 53.737, 0.145, 902,     0.176,
 3177, 0, 53.661, 53.661, 53.661, 0, 1, 53.661, 53.698, 0.037, 730757, -1, 53.698, 53.759, 0.062, 679,     0.099,
 3181, 0, 53.707, 53.707, 53.717, 0.01, 1, 53.717, 53.737, 0.02, 181182, -1, 53.737, 53.77, 0.033, 423,     0.062,
 3179, 0, 53.665, 53.665, 53.665, 0, 1, 53.665, 53.708, 0.043, 277467, -1, 53.708, 53.794, 0.086, 807,     0.129,
 3182, 0, 53.715, 53.715, 53.715, 0, 1, 53.715, 53.754, 0.039, 341253, -1, 53.754, 53.804, 0.05, 447,     0.089,
 3176, 0, 53.654, 53.654, 53.654, 0, 1, 53.654, 53.723, 0.069, 474820, -1, 53.723, 53.804, 0.081, 828,     0.150,
 3186, 0, 53.737, 53.737, 53.737, 0, 1, 53.737, 53.774, 0.037, 258157, -1, 53.774, 53.814, 0.04, 428,     0.077,
 3180, 0, 53.665, 53.665, 53.665, 0, 1, 53.665, 53.764, 0.098, 722704, -1, 53.764, 53.864, 0.1, 502,     0.198,
 3185, 0, 53.734, 53.734, 53.734, 0, 1, 53.734, 53.784, 0.05, 304082, -1, 53.784, 53.864, 0.08, 796,     0.130,
 3178, 0, 53.661, 53.661, 53.661, 0, 1, 53.661, 53.733, 0.072, 473175, -1, 53.733, 53.874, 0.141, 697,     0.213,
 3183, 0, 53.72, 53.72, 53.72, 0, 1, 53.72, 53.784, 0.064, 683865, -1, 53.784, 53.874, 0.09, 801,     0.154,
 3188, 0, 53.811, 53.811, 53.811, 0, 1, 53.811, 53.859, 0.049, 328489, -1, 53.859, 53.91, 0.051, 608,     0.100,
 3175, 0, 53.646, 53.646, 53.646, 0, 1, 53.646, 53.733, 0.087, 603182, -1, 53.733, 53.949, 0.215, 669,     0.302,
 3187, 0, 53.77, 53.77, 53.77, 0, 1, 53.77, 53.827, 0.057, 566784, -1, 53.827, 53.959, 0.132, 833,     0.188,
 3190, 0, 53.832, 53.832, 53.832, 0, 1, 53.832, 53.9, 0.068, 682777, -1, 53.9, 54.004, 0.104, 883,     0.172,
 3192, 0, 53.866, 53.866, 53.866, 0, 1, 53.866, 53.936, 0.071, 381642, -1, 53.936, 54.004, 0.068, 611,     0.138,
 3193, 0, 53.866, 53.866, 53.866, 0, 1, 53.866, 53.936, 0.07, 350997, -1, 53.936, 54.004, 0.068, 570,     0.138,
 3189, 0, 53.817, 53.817, 53.817, 0, 1, 53.817, 53.876, 0.059, 641093, -1, 53.876, 54.019, 0.143, 954,     0.202,
 3184, 0, 53.72, 53.72, 53.72, 0, 1, 53.72, 53.85, 0.13, 548366, -1, 53.85, 54.019, 0.169, 605,     0.299,
 3196, 0, 53.939, 53.939, 53.945, 0.006, 1, 53.945, 54.012, 0.067, 701669, -1, 54.012, 54.066, 0.054, 580,     0.127,
 3191, 0, 53.852, 53.852, 53.852, 0, 1, 53.852, 53.929, 0.077, 476586, -1, 53.929, 54.088, 0.16, 842,     0.237,
 3200, 0, 54.025, 54.025, 54.025, 0, 1, 54.025, 54.056, 0.031, 572625, -1, 54.056, 54.098, 0.042, 425,     0.073,
 3194, 0, 53.878, 53.878, 53.878, 0, 1, 53.878, 53.942, 0.064, 378942, -1, 53.942, 54.115, 0.173, 965,     0.237,
 3195, 0, 53.936, 53.936, 53.936, 0, 1, 53.936, 53.974, 0.039, 342499, -1, 53.974, 54.153, 0.179, 652,     0.218,
 3199, 0, 53.952, 53.952, 53.952, 0, 1, 53.952, 53.984, 0.032, 202119, -1, 53.984, 54.194, 0.21, 756,     0.243,
 3202, 0, 54.046, 54.046, 54.056, 0.01, 1, 54.056, 54.088, 0.033, 640195, -1, 54.088, 54.239, 0.151, 841,     0.194,
 3198, 0, 53.945, 53.945, 53.949, 0.004, 1, 53.949, 54.012, 0.063, 440765, -1, 54.012, 54.239, 0.227, 440,     0.294,
 3205, 0, 54.141, 54.141, 54.141, 0, 1, 54.141, 54.175, 0.033, 314509, -1, 54.175, 54.239, 0.065, 601,     0.098,
 3204, 0, 54.135, 54.135, 54.135, 0, 1, 54.135, 54.175, 0.04, 700820, -1, 54.175, 54.249, 0.074, 690,     0.114,
 3209, 0, 54.184, 54.184, 54.184, 0, 1, 54.184, 54.205, 0.021, 181764, -1, 54.205, 54.259, 0.054, 456,     0.075,
 3203, 0, 54.13, 54.13, 54.14, 0.01, 1, 54.14, 54.195, 0.055, 485081, -1, 54.195, 54.281, 0.087, 419,     0.151,
 3206, 0, 54.144, 54.144, 54.144, 0, 1, 54.144, 54.184, 0.04, 337247, -1, 54.184, 54.31, 0.127, 558,     0.166,
 3197, 0, 53.942, 53.942, 53.942, 0, 1, 53.942, 54.026, 0.084, 783576, -1, 54.026, 54.33, 0.304, 788,     0.388,
 3207, 0, 54.174, 54.174, 54.183, 0.009, 1, 54.183, 54.228, 0.045, 450430, -1, 54.228, 54.362, 0.133, 497,     0.187,
 3212, 0, 54.25, 54.25, 54.25, 0, 1, 54.25, 54.283, 0.033, 452251, -1, 54.283, 54.362, 0.079, 741,     0.112,
 3214, 0, 54.293, 54.293, 54.293, 0, 1, 54.293, 54.31, 0.017, 325589, -1, 54.31, 54.394, 0.083, 834,     0.100,
 3201, 0, 54.026, 54.026, 54.026, 0, 1, 54.026, 54.052, 0.026, 514926, -1, 54.052, 54.406, 0.354, 679,     0.380,
 3208, 0, 54.183, 54.183, 54.183, 0, 1, 54.183, 54.25, 0.067, 684358, -1, 54.25, 54.418, 0.168, 563,     0.235,
 3217, 0, 54.344, 54.344, 54.344, 0, 1, 54.344, 54.365, 0.021, 101674, -1, 54.365, 54.418, 0.053, 452,     0.074,
 3215, 0, 54.298, 54.298, 54.298, 0, 1, 54.298, 54.331, 0.034, 666373, -1, 54.331, 54.418, 0.087, 826,     0.120,
 3210, 0, 54.185, 54.185, 54.185, 0, 1, 54.185, 54.229, 0.043, 485372, -1, 54.229, 54.476, 0.247, 697,     0.291,
 3225, 0, 54.453, 54.453, 54.453, 0, 1, 54.453, 54.472, 0.019, 198377, -1, 54.472, 54.51, 0.038, 450,     0.057,
 3220, 0, 54.409, 54.409, 54.409, 0, 1, 54.409, 54.42, 0.011, 212402, -1, 54.42, 54.511, 0.091, 845,     0.102,
 3219, 0, 54.396, 54.396, 54.396, 0, 1, 54.396, 54.439, 0.043, 582400, -1, 54.439, 54.511, 0.071, 715,     0.115,
 3211, 0, 54.219, 54.219, 54.229, 0.01, 1, 54.229, 54.25, 0.021, 131736, -1, 54.25, 54.521, 0.271, 404,     0.301,
 3222, 0, 54.418, 54.418, 54.428, 0.01, 1, 54.428, 54.472, 0.044, 716117, -1, 54.472, 54.574, 0.102, 615,     0.156,
 3228, 0, 54.485, 54.485, 54.485, 0, 1, 54.485, 54.504, 0.019, 121355, -1, 54.504, 54.574, 0.07, 573,     0.089,
 3221, 0, 54.411, 54.411, 54.411, 0, 1, 54.411, 54.462, 0.052, 739757, -1, 54.462, 54.584, 0.122, 709,     0.173,
 3227, 0, 54.482, 54.482, 54.482, 0, 1, 54.482, 54.543, 0.061, 483846, -1, 54.543, 54.618, 0.075, 686,     0.136,
 3213, 0, 54.266, 54.266, 54.266, 0, 1, 54.266, 54.293, 0.027, 206051, -1, 54.293, 54.618, 0.325, 940,     0.352,
 3229, 0, 54.491, 54.491, 54.501, 0.01, 1, 54.501, 54.554, 0.053, 527112, -1, 54.554, 54.631, 0.077, 442,     0.141,
 3226, 0, 54.48, 54.48, 54.48, 0, 1, 54.48, 54.533, 0.053, 351138, -1, 54.533, 54.631, 0.098, 958,     0.152,
 3224, 0, 54.453, 54.453, 54.463, 0.01, 1, 54.463, 54.51, 0.048, 369224, -1, 54.51, 54.658, 0.147, 836,     0.205,
 3231, 0, 54.554, 54.554, 54.554, 0, 1, 54.554, 54.607, 0.053, 415218, -1, 54.607, 54.674, 0.067, 422,     0.120,
 3223, 0, 54.442, 54.442, 54.442, 0, 1, 54.442, 54.52, 0.079, 392147, -1, 54.52, 54.674, 0.154, 740,     0.232,
 3233, 0, 54.573, 54.573, 54.573, 0, 1, 54.573, 54.628, 0.055, 398821, -1, 54.628, 54.697, 0.069, 719,     0.124,
 3216, 0, 54.342, 54.342, 54.344, 0.003, 1, 54.344, 54.364, 0.02, 168716, -1, 54.364, 54.697, 0.333, 701,     0.355,
 3236, 0, 54.65, 54.65, 54.65, 0, 1, 54.65, 54.66, 0.01, 148826, -1, 54.66, 54.72, 0.06, 626,     0.070,
 3234, 0, 54.631, 54.631, 54.641, 0.01, 1, 54.641, 54.66, 0.019, 222143, -1, 54.66, 54.751, 0.091, 900,     0.120,
 3230, 0, 54.503, 54.503, 54.503, 0, 1, 54.503, 54.564, 0.061, 698401, -1, 54.564, 54.751, 0.187, 895,     0.248,
 3232, 0, 54.555, 54.555, 54.555, 0, 1, 54.555, 54.618, 0.063, 476422, -1, 54.618, 54.761, 0.143, 830,     0.206,
 3237, 0, 54.66, 54.66, 54.66, 0, 1, 54.66, 54.684, 0.024, 161582, -1, 54.684, 54.785, 0.101, 651,     0.125,
 3238, 0, 54.685, 54.685, 54.685, 0, 1, 54.685, 54.708, 0.022, 435281, -1, 54.708, 54.796, 0.089, 892,     0.111,
 3218, 0, 54.35, 54.35, 54.35, 0, 1, 54.35, 54.396, 0.046, 728851, -1, 54.396, 54.796, 0.4, 958,     0.446,
 3239, 0, 54.697, 54.697, 54.707, 0.01, 1, 54.707, 54.755, 0.048, 740638, -1, 54.755, 54.826, 0.072, 662,     0.129,
 3235, 0, 54.647, 54.647, 54.647, 0, 1, 54.647, 54.674, 0.027, 270614, -1, 54.674, 54.854, 0.18, 984,     0.207,
 3240, 0, 54.731, 54.731, 54.74, 0.009, 1, 54.74, 54.78, 0.04, 267244, -1, 54.78, 54.866, 0.086, 889,     0.135,
 3245, 0, 54.836, 54.836, 54.836, 0, 1, 54.836, 54.854, 0.018, 127272, -1, 54.854, 54.9, 0.046, 461,     0.064,
 3243, 0, 54.816, 54.816, 54.816, 0, 1, 54.816, 54.843, 0.028, 404423, -1, 54.843, 54.911, 0.068, 648,     0.095,
 3241, 0, 54.74, 54.74, 54.741, 0.001, 1, 54.741, 54.807, 0.067, 642308, -1, 54.807, 54.911, 0.104, 534,     0.171,
 3242, 0, 54.787, 54.787, 54.787, 0, 1, 54.787, 54.826, 0.039, 431116, -1, 54.826, 54.911, 0.085, 848,     0.124,
 3244, 0, 54.833, 54.833, 54.833, 0, 1, 54.833, 54.882, 0.049, 667304, -1, 54.882, 54.943, 0.061, 431,     0.109,
 3247, 0, 54.872, 54.872, 54.872, 0, 1, 54.872, 54.901, 0.029, 286217, -1, 54.901, 54.987, 0.087, 448,     0.116,
 3249, 0, 54.922, 54.922, 54.932, 0.01, 1, 54.932, 54.951, 0.019, 214156, -1, 54.951, 55, 0.049, 458,     0.078,
 3250, 0, 54.936, 54.936, 54.936, 0, 1, 54.936, 54.97, 0.033, 618684, -1, 54.97, 55.057, 0.087, 842,     0.120,
 3246, 0, 54.866, 54.866, 54.872, 0.006, 1, 54.872, 54.94, 0.069, 747950, -1, 54.94, 55.077, 0.136, 825,     0.211,
 3252, 0, 55.037, 55.037, 55.047, 0.01, 1, 55.047, 55.084, 0.038, 738631, -1, 55.084, 55.137, 0.053, 602,     0.100,
 3248, 0, 54.917, 54.917, 54.917, 0, 1, 54.917, 54.951, 0.034, 244693, -1, 54.951, 55.16, 0.209, 834,     0.243,
 3253, 0, 55.057, 55.057, 55.057, 0, 1, 55.057, 55.096, 0.039, 773183, -1, 55.096, 55.171, 0.075, 845,     0.114,
 3254, 0, 55.09, 55.09, 55.09, 0, 1, 55.09, 55.114, 0.024, 480167, -1, 55.114, 55.183, 0.068, 770,     0.093,
 3251, 0, 54.979, 54.979, 54.979, 0, 1, 54.979, 55.006, 0.027, 527762, -1, 55.006, 55.214, 0.207, 450,     0.234,
 3258, 0, 55.191, 55.191, 55.191, 0, 1, 55.191, 55.203, 0.012, 115423, -1, 55.203, 55.269, 0.066, 663,     0.078,
 3255, 0, 55.106, 55.106, 55.116, 0.01, 1, 55.116, 55.14, 0.024, 480694, -1, 55.14, 55.28, 0.14, 977,     0.175,
 3257, 0, 55.171, 55.171, 55.171, 0, 1, 55.171, 55.224, 0.052, 467107, -1, 55.224, 55.306, 0.083, 827,     0.135,
 3256, 0, 55.162, 55.162, 55.162, 0, 1, 55.162, 55.214, 0.052, 607790, -1, 55.214, 55.318, 0.104, 953,     0.156,
 3259, 0, 55.246, 55.246, 55.256, 0.01, 1, 55.256, 55.27, 0.014, 269051, -1, 55.27, 55.328, 0.057, 558,     0.081,
 3260, 0, 55.249, 55.249, 55.249, 0, 1, 55.249, 55.257, 0.008, 144732, -1, 55.257, 55.338, 0.081, 485,     0.089,
 3261, 0, 55.31, 55.31, 55.31, 0, 1, 55.31, 55.331, 0.021, 200639, -1, 55.331, 55.381, 0.051, 458,     0.071,
 3265, 0, 55.32, 55.32, 55.32, 0, 1, 55.32, 55.354, 0.034, 233907, -1, 55.354, 55.423, 0.07, 757,     0.103,
 3264, 0, 55.318, 55.318, 55.328, 0.01, 1, 55.328, 55.372, 0.044, 419360, -1, 55.372, 55.44, 0.068, 684,     0.122,
 3268, 0, 55.341, 55.341, 55.341, 0, 1, 55.341, 55.391, 0.051, 521406, -1, 55.391, 55.446, 0.054, 624,     0.105,
 3266, 0, 55.327, 55.327, 55.327, 0, 1, 55.327, 55.389, 0.062, 599220, -1, 55.389, 55.452, 0.063, 618,     0.125,
 3267, 0, 55.331, 55.331, 55.331, 0, 1, 55.331, 55.384, 0.052, 293558, -1, 55.384, 55.477, 0.093, 953,     0.145,
 3274, 0, 55.391, 55.391, 55.391, 0, 1, 55.391, 55.446, 0.055, 181143, -1, 55.446, 55.498, 0.053, 496,     0.107,
 3269, 0, 55.355, 55.355, 55.355, 0, 1, 55.355, 55.471, 0.116, 462664, -1, 55.471, 55.508, 0.037, 419,     0.153,
 3262, 0, 55.312, 55.312, 55.312, 0, 1, 55.312, 55.391, 0.079, 696645, -1, 55.391, 55.516, 0.125, 711,     0.204,
 3263, 0, 55.314, 55.314, 55.314, 0, 1, 55.314, 55.449, 0.136, 778050, -1, 55.449, 55.538, 0.089, 928,     0.225,
 3280, 0, 55.46, 55.46, 55.46, 0, 1, 55.46, 55.527, 0.067, 599166, -1, 55.527, 55.578, 0.052, 435,     0.118,
 3276, 0, 55.4, 55.4, 55.4, 0, 1, 55.4, 55.488, 0.089, 167787, -1, 55.488, 55.593, 0.105, 881,     0.194,
 3275, 0, 55.395, 55.395, 55.395, 0, 1, 55.395, 55.516, 0.121, 549436, -1, 55.516, 55.603, 0.087, 804,     0.208,
 3270, 0, 55.356, 55.356, 55.356, 0, 1, 55.356, 55.537, 0.18, 671591, -1, 55.537, 55.603, 0.066, 656,     0.247,
 3278, 0, 55.449, 55.449, 55.449, 0, 1, 55.449, 55.531, 0.082, 481468, -1, 55.531, 55.623, 0.092, 941,     0.174,
 3281, 0, 55.471, 55.471, 55.471, 0, 1, 55.471, 55.598, 0.126, 483295, -1, 55.598, 55.643, 0.046, 402,     0.172,
 3287, 0, 55.558, 55.558, 55.558, 0, 1, 55.558, 55.583, 0.025, 180180, -1, 55.583, 55.643, 0.06, 577,     0.085,
 3271, 0, 55.361, 55.361, 55.371, 0.01, 1, 55.371, 55.554, 0.183, 707175, -1, 55.554, 55.653, 0.099, 426,     0.292,
 3277, 0, 55.426, 55.426, 55.426, 0, 1, 55.426, 55.597, 0.172, 681006, -1, 55.597, 55.663, 0.066, 625,     0.238,
 3282, 0, 55.531, 55.531, 55.531, 0, 1, 55.531, 55.593, 0.062, 751976, -1, 55.593, 55.683, 0.09, 855,     0.152,
 3290, 0, 55.597, 55.597, 55.597, 0, 1, 55.597, 55.63, 0.033, 214246, -1, 55.63, 55.693, 0.063, 445,     0.096,
 3283, 0, 55.536, 55.536, 55.536, 0, 1, 55.536, 55.635, 0.099, 516119, -1, 55.635, 55.707, 0.072, 724,     0.171,
 3286, 0, 55.551, 55.551, 55.551, 0, 1, 55.551, 55.596, 0.044, 367827, -1, 55.596, 55.713, 0.117, 857,     0.162,
 3284, 0, 55.543, 55.543, 55.543, 0, 1, 55.543, 55.634, 0.091, 738916, -1, 55.634, 55.713, 0.079, 460,     0.170,
 3272, 0, 55.383, 55.383, 55.383, 0, 1, 55.383, 55.558, 0.175, 609141, -1, 55.558, 55.75, 0.192, 967,     0.367,
 3292, 0, 55.634, 55.634, 55.634, 0, 1, 55.634, 55.712, 0.078, 448084, -1, 55.712, 55.75, 0.038, 464,     0.116,
 3289, 0, 55.595, 55.595, 55.595, 0, 1, 55.595, 55.707, 0.111, 687736, -1, 55.707, 55.767, 0.061, 641,     0.172,
 3291, 0, 55.607, 55.607, 55.607, 0, 1, 55.607, 55.707, 0.1, 415945, -1, 55.707, 55.787, 0.08, 696,     0.180,
 3295, 0, 55.68, 55.68, 55.68, 0, 1, 55.68, 55.727, 0.047, 210514, -1, 55.727, 55.818, 0.092, 469,     0.139,
 3298, 0, 55.712, 55.712, 55.712, 0, 1, 55.712, 55.727, 0.015, 142501, -1, 55.727, 55.818, 0.092, 952,     0.107,
 3293, 0, 55.669, 55.669, 55.669, 0, 1, 55.669, 55.74, 0.071, 537049, -1, 55.74, 55.818, 0.078, 761,     0.149,
 3273, 0, 55.391, 55.391, 55.391, 0, 1, 55.391, 55.563, 0.172, 584171, -1, 55.563, 55.849, 0.286, 855,     0.458,
 3301, 0, 55.76, 55.76, 55.76, 0, 1, 55.76, 55.797, 0.037, 297375, -1, 55.797, 55.873, 0.076, 696,     0.113,
 3299, 0, 55.714, 55.714, 55.714, 0, 1, 55.714, 55.788, 0.074, 458178, -1, 55.788, 55.883, 0.096, 896,     0.170,
 3285, 0, 55.544, 55.544, 55.544, 0, 1, 55.544, 55.593, 0.05, 128886, -1, 55.593, 55.904, 0.31, 550,     0.360,
 3296, 0, 55.692, 55.692, 55.692, 0, 1, 55.692, 55.75, 0.059, 289402, -1, 55.75, 55.917, 0.167, 872,     0.226,
 3302, 0, 55.769, 55.769, 55.769, 0, 1, 55.769, 55.797, 0.028, 551178, -1, 55.797, 55.917, 0.12, 895,     0.148,
 3300, 0, 55.743, 55.743, 55.743, 0, 1, 55.743, 55.798, 0.055, 318019, -1, 55.798, 55.939, 0.142, 561,     0.197,
 3279, 0, 55.452, 55.452, 55.462, 0.01, 1, 55.462, 55.596, 0.134, 502777, -1, 55.596, 55.961, 0.365, 475,     0.509,
 3304, 0, 55.802, 55.802, 55.802, 0, 1, 55.802, 55.849, 0.047, 765458, -1, 55.849, 55.971, 0.122, 912,     0.169,
 3305, 0, 55.803, 55.803, 55.803, 0, 1, 55.803, 55.829, 0.025, 493708, -1, 55.829, 55.971, 0.142, 476,     0.167,
 3303, 0, 55.787, 55.787, 55.797, 0.01, 1, 55.797, 55.839, 0.041, 720644, -1, 55.839, 56.003, 0.164, 583,     0.216,
 3306, 0, 55.852, 55.852, 55.852, 0, 1, 55.852, 55.908, 0.056, 773246, -1, 55.908, 56.003, 0.095, 915,     0.151,
 3309, 0, 55.882, 55.882, 55.882, 0, 1, 55.882, 55.917, 0.035, 322135, -1, 55.917, 56.013, 0.095, 893,     0.130,
 3288, 0, 55.562, 55.562, 55.562, 0, 1, 55.562, 55.616, 0.054, 647582, -1, 55.616, 56.033, 0.416, 692,     0.470,
 3310, 0, 55.909, 55.909, 55.909, 0, 1, 55.909, 55.951, 0.041, 280902, -1, 55.951, 56.067, 0.117, 646,     0.158,
 3307, 0, 55.863, 55.863, 55.873, 0.01, 1, 55.873, 55.928, 0.054, 429854, -1, 55.928, 56.067, 0.14, 892,     0.204,
 3294, 0, 55.674, 55.674, 55.674, 0, 1, 55.674, 55.726, 0.052, 787738, -1, 55.726, 56.087, 0.361, 536,     0.413,
 3317, 0, 56.036, 56.036, 56.036, 0, 1, 56.036, 56.085, 0.049, 286647, -1, 56.085, 56.147, 0.063, 635,     0.112,
 3308, 0, 55.876, 55.876, 55.876, 0, 1, 55.876, 55.961, 0.085, 381598, -1, 55.961, 56.147, 0.187, 785,     0.272,
 3320, 0, 56.061, 56.061, 56.061, 0, 1, 56.061, 56.085, 0.023, 147543, -1, 56.085, 56.147, 0.063, 602,     0.086,
 3311, 0, 55.94, 55.94, 55.94, 0, 1, 55.94, 55.971, 0.031, 230525, -1, 55.971, 56.147, 0.177, 803,     0.207,
 3297, 0, 55.708, 55.708, 55.708, 0, 1, 55.708, 55.808, 0.1, 726517, -1, 55.808, 56.188, 0.38, 931,     0.480,
 3312, 0, 55.993, 55.993, 55.993, 0, 1, 55.993, 56.085, 0.092, 713398, -1, 56.085, 56.224, 0.139, 683,     0.232,
 3314, 0, 56.02, 56.02, 56.02, 0, 1, 56.02, 56.136, 0.117, 648810, -1, 56.136, 56.234, 0.098, 885,     0.215,
 3313, 0, 55.993, 55.993, 56.003, 0.01, 1, 56.003, 56.104, 0.101, 617429, -1, 56.104, 56.244, 0.14, 928,     0.251,
 3316, 0, 56.027, 56.027, 56.027, 0, 1, 56.027, 56.085, 0.057, 339945, -1, 56.085, 56.264, 0.18, 673,     0.237,
 3321, 0, 56.089, 56.089, 56.089, 0, 1, 56.089, 56.122, 0.033, 180045, -1, 56.122, 56.286, 0.163, 413,     0.196,
 3325, 0, 56.146, 56.146, 56.146, 0, 1, 56.146, 56.201, 0.054, 456969, -1, 56.201, 56.298, 0.097, 904,     0.151,
 3324, 0, 56.13, 56.13, 56.13, 0, 1, 56.13, 56.156, 0.026, 142337, -1, 56.156, 56.298, 0.141, 612,     0.167,
 3319, 0, 56.057, 56.057, 56.067, 0.01, 1, 56.067, 56.116, 0.049, 245718, -1, 56.116, 56.315, 0.199, 900,     0.258,
 3331, 0, 56.206, 56.206, 56.206, 0, 1, 56.206, 56.288, 0.081, 764628, -1, 56.288, 56.335, 0.048, 419,     0.129,
 3332, 0, 56.226, 56.226, 56.226, 0, 1, 56.226, 56.244, 0.018, 174605, -1, 56.244, 56.342, 0.098, 956,     0.116,
 3315, 0, 56.027, 56.027, 56.027, 0, 1, 56.027, 56.09, 0.063, 593042, -1, 56.09, 56.355, 0.265, 853,     0.328,
 3327, 0, 56.157, 56.157, 56.157, 0, 1, 56.157, 56.224, 0.067, 615354, -1, 56.224, 56.355, 0.131, 575,     0.198,
 3323, 0, 56.112, 56.112, 56.122, 0.01, 1, 56.122, 56.167, 0.045, 256127, -1, 56.167, 56.355, 0.188, 676,     0.243,
 3334, 0, 56.269, 56.269, 56.269, 0, 1, 56.269, 56.319, 0.05, 794746, -1, 56.319, 56.365, 0.046, 480,     0.096,
 3329, 0, 56.178, 56.178, 56.188, 0.01, 1, 56.188, 56.211, 0.023, 193689, -1, 56.211, 56.385, 0.174, 837,     0.207,
 3318, 0, 56.05, 56.05, 56.05, 0, 1, 56.05, 56.183, 0.133, 769974, -1, 56.183, 56.406, 0.223, 510,     0.356,
 3322, 0, 56.103, 56.103, 56.103, 0, 1, 56.103, 56.131, 0.027, 237006, -1, 56.131, 56.424, 0.293, 675,     0.321,
 3338, 0, 56.332, 56.332, 56.332, 0, 1, 56.332, 56.342, 0.01, 128540, -1, 56.342, 56.424, 0.082, 817,     0.092,
